epoch,train_loss,valid_loss
1,0.2107248076843837,0.11520447688443321
2,0.08323569175979448,0.041722306449498446
3,0.05481723385552565,0.03556789457798004
4,0.044696357589037644,0.028640499471553733
5,0.037712869323080496,0.025667406219456877
6,0.034719642340427355,0.02454174017267568
7,0.033221337604262526,0.02230792718806437
8,0.03484872700498691,0.021714866028300354
9,0.03066867646125574,0.02132916942770992
10,0.030519589604366393,0.020539627277425358
11,0.02998749500820561,0.02046587983412402
12,0.0294373140832971,0.019903526840997592
13,0.028247422257822657,0.020315828267484903
14,0.030177770685108882,0.019752615663622106
15,0.029043705978741247,0.020177131851336787
16,0.027022775624775223,0.02039123679112111
17,0.028401234867199074,0.020228863693773746
