epoch,train_loss,valid_loss
1,0.37253967613454847,0.3205248883792332
2,0.2384951508470944,0.13103558442422322
3,0.11283822168433477,0.07158546788351876
4,0.07045141076816926,0.06032814458012581
5,0.053456681085720895,0.05981156708938735
6,0.050071882704893746,0.05460526155573981
7,0.04747229835225476,0.05446959925549371
8,0.0478593355842999,0.05249107629060745
9,0.04491585428043017,0.052783853241375515
10,0.04456308556513654,0.05225345891501222
11,0.04405429090062777,0.050832685083150864
12,0.04379367399665098,0.05146633168416364
13,0.042376097099530316,0.05084014604134219
14,0.04160712446485247,0.05048798397183418
15,0.04185965179746586,0.05047526343592575
16,0.0422366467555837,0.05006185120769909
17,0.04115700018074778,0.05014051842902388
18,0.04042343313377055,0.05097638177020209
19,0.039635178470422354,0.05070258118212223
20,0.04331414017175871,0.050324314406939914
