epoch,train_loss,valid_loss
1,0.5027181392624265,0.4771256148815155
2,0.26665015814323273,0.061996735100235255
3,0.067116730358629,0.05357917504651206
4,0.05880063142450083,0.05008783830063684
5,0.05609263760584687,0.04859708595488753
6,0.05427776965948324,0.045921928116253445
7,0.05304572781518338,0.044511518840278895
8,0.05083846593541758,0.0446005075105599
9,0.04735542597278716,0.04447846460555281
10,0.04674044748147329,0.04441624267825058
11,0.0466756270459247,0.043954657656805854
12,0.045662318844170796,0.04398400868688311
13,0.04438933682820154,0.04417737147637776
14,0.04332780438874449,0.04433121133063521
15,0.043485028698803885,0.044155956379004886
16,0.04550892732564419,0.04375119400875909
