epoch,train_loss,valid_loss
1,0.8406700936574785,0.6060185262135097
2,0.5519608519380055,0.35233584472111296
3,0.20048096628179626,0.042507999177489965
4,0.039399508712074115,0.02994903629379613
5,0.028533256472280576,0.02442891802638769
6,0.023728109733571135,0.023589189031294415
7,0.021091912355687883,0.022203223114567145
8,0.01968289554000847,0.022545079035418376
9,0.01940464238739676,0.02235640199588878
10,0.01945386216458347,0.02299544494599104
11,0.01921764731643692,0.024187258444726467
12,0.01884965148443977,0.022426338999399116
